Name	WikiID	Introduction
Sitting Bull	152833	Sitting Bull (Lakota: Tȟatȟáŋka Íyotake [tˣaˈtˣə̃ka ˈi.jɔtakɛ] in Standard Lakota Orthography, also nicknamed Húŋkešni [ˈhʊ̃kɛʃni] or "Slow"; c. 1831 – December 15, 1890) was a Hunkpapa Lakota holy man who led his people during years of resistance to United States government policies. He was killed by Indian agency police on the Standing Rock Indian Reservation during an attempt to arrest him, at a time when authorities feared that he would join the Ghost Dance movement. Before the Battle of the Little Bighorn, Sitting Bull had a vision in which he saw many soldiers, "as thick as grasshoppers," falling upside down into the Lakota camp, which his people took as a foreshadowing of a major victory in which a large number of soldiers would be killed. About three weeks later, the confederated Lakota tribes with the Northern Cheyenne defeated the 7th Cavalry under Lt. Col. George Armstrong Custer on June 25, 1876, annihilating Custer's battalion and seeming to bear out Sitting Bull's prophetic vision. Sitting Bull's leadership inspired his people to a major victory. Months after their victory at the battle, Sitting Bull and his group left the United States for Wood Mountain, North-West Territories (now Saskatchewan), where he remained until 1881, at which time he and most of his band returned to US territory and surrendered to U.S. forces. A small remnant of his band under Waŋblí Ǧi decided to stay at Wood Mountain. After working as a performer with Buffalo Bill's Wild West show, Sitting Bull returned to the Standing Rock Agency in South Dakota. Because of fears that he would use his influence to support the Ghost Dance movement, Indian Service agent James McLaughlin at Fort Yates ordered his arrest. During an ensuing struggle between Sitting Bull's followers and the agency police, Sitting Bull was shot in the side and head by Standing Rock policemen Lieutenant Bull Head (Tatankapah, Lakota: Tȟatȟáŋka Pȟá) and Red Tomahawk (Marcelus Chankpidutah, Lakota: Čhaŋȟpí Dúta) after the police were fired upon by Sitting Bull's supporters. His body was taken to nearby Fort Yates for burial. In 1953, his Lakota family exhumed what were believed to be his remains, reburying them near Mobridge, South Dakota, near his birthplace.
Robert Baden-Powell, 1st Baron Baden-Powell	60845	Lieutenant General Robert Stephenson Smyth Baden-Powell, 1st Baron Baden-Powell, OM GCMG GCVO GBE KCB DL ( BAY-dən POH-əl) (22 February 1857 – 8 January 1941) was a British Army officer, writer, author of Scouting for Boys which was an inspiration for the Scout Movement, founder and first Chief Scout of The Boy Scouts Association and founder of the Girl Guides. After having been educated at Charterhouse School in Surrey, Baden-Powell served in the British Army from 1876 until 1910 in India and Africa. In 1899, during the Second Boer War in South Africa, Baden-Powell successfully defended the town in the Siege of Mafeking. Several of his military books, written for military reconnaissance and scout training in his African years, were also read by boys. In 1907, he held a demonstration camp, the Brownsea Island Scout camp, which is now seen as the beginning of Scouting. Based on his earlier books, he wrote Scouting for Boys, published in 1908 by Sir Arthur Pearson, for boy readership. In 1910 Baden-Powell retired from the army and formed The Boy Scouts Association. The first Scout Rally was held at The Crystal Palace in 1909, at which appeared a number of girls dressed in Scout uniform, who told B-P that they were the "Girl Scouts", following which, in 1910, B-P and his sister Agnes Baden-Powell formed the Girl Guides from which the Girl Guides Movement grew. In 1912 he married Olave St Clair Soames. He gave guidance to the Scouting and Girl Guiding Movements until retiring in 1937. Baden-Powell lived his last years in Nyeri, Kenya, where he died and was buried in 1941.
Philip the Apostle	147219	Philip the Apostle (Greek: Φίλιππος, Philippos) was one of the Twelve Apostles of Jesus. Later Christian traditions describe Philip as the apostle who preached in Greece, Syria, and Phrygia. In the Roman Catholic Church, the feast day of Philip, along with that of James the Less, was traditionally observed on 1 May, the anniversary of the dedication of the church dedicated to them in Rome (now called the Church of the Twelve Apostles). The Eastern Orthodox Church celebrates Philip's feast day on 14 November. One of the Gnostic codices discovered in the Nag Hammadi library in 1945 bears Philip's name in its title, on the bottom line.  
Sergei Rachmaninoff	99340	Sergei Vasilievich Rachmaninoff (Russian: Серге́й Васи́льевич Рахма́нинов, tr. Sergéj Vasíl'evič Rahmáninov; IPA: [sʲɪrˈɡʲej rɐxˈmanʲɪnəf]; 1 April [O.S. 20 March] 1873 – 28 March 1943) was a Russian virtuoso pianist, composer, and conductor of the late-Romantic period, some of whose works are among the most popular in the classical repertoire. Born into a musical family, Rachmaninoff took up the piano at age four. He graduated from the Moscow Conservatory in 1892 and had composed several piano and orchestral pieces by this time. In 1897, following the critical reaction to his Symphony No. 1, Rachmaninoff entered a four-year depression and composed little until successful therapy allowed him to complete his enthusiastically received Piano Concerto No. 2 in 1901. After the Russian Revolution, Rachmaninoff and his family left Russia and resided in the United States, first in New York City. Demanding piano concert tour schedules caused his output as composer to slow tremendously; between 1918 and 1943, he completed just six compositions, including Rhapsody on a Theme of Paganini, Symphony No. 3, and Symphonic Dances. In 1942, Rachmaninoff moved to Beverly Hills, California. One month before his death from advanced melanoma, Rachmaninoff acquired American citizenship. Early influences of Tchaikovsky, Rimsky-Korsakov, Balakirev, Mussorgsky, and other Russian composers gave way to a personal style notable for its song-like melodicism, expressiveness and his use of rich orchestral colors. The piano is featured prominently in Rachmaninoff's compositional output, and through his own skills as a performer he explored the expressive possibilities of the instrument.
Eva Perón	51584	María Eva Duarte de Perón (7 May 1919 – 26 July 1952) was the second wife of Argentine President Juan Perón (1895–1974) and served as the First Lady of Argentina from 1946 until her death in 1952. She is usually referred to as Eva Perón (Spanish: [ˈeβa peˈɾon]), or by the affectionate Spanish language diminutive Evita. She was born in the rural village of Los Toldos, in the Pampas, as the youngest of five children. At 15 in 1934, she moved to the nation's capital of Buenos Aires to pursue a career as a stage, radio, and film actress. She met Colonel Juan Perón there on 22 January 1944 during a charity event at the Luna Park Stadium to benefit the victims of an earthquake in San Juan, Argentina. The two were married the following year. Juan Perón was elected President of Argentina in 1946; during the next 6 years, Eva Perón became powerful within the pro-Peronist trade unions, primarily for speaking on behalf of labor rights. She also ran the Ministries of Labor and Health, founded and ran the charitable Eva Perón Foundation, championed women's suffrage in Argentina, and founded and ran the nation's first large-scale female political party, the Female Peronist Party. In 1951, Eva Perón announced her candidacy for the Peronist nomination for the office of Vice President of Argentina, receiving great support from the Peronist political base, low-income and working-class Argentines who were referred to as descamisados or "shirtless ones". However, opposition from the nation's military and bourgeoisie, coupled with her declining health, ultimately forced her to withdraw her candidacy. In 1952, shortly before her death from cancer at 33, Eva Perón was given the title of "Spiritual Leader of the Nation" by the Argentine Congress. Eva Perón was given a state funeral upon her death, a prerogative generally reserved for heads of state. Eva Perón has become a part of international popular culture, most famously as the subject of the musical Evita (1976). Cristina Álvarez Rodríguez, Evita's great-niece, claims that Evita has never left the collective consciousness of Argentines. Cristina Fernández de Kirchner, the first elected female President of Argentina, claims that women of her generation owe a debt to Eva for "her example of passion and combativeness".
Orson Welles	22196	George Orson Welles (; May 6, 1915 – October 10, 1985) was an American actor, director, writer, and producer who worked in theatre, radio, and film. He is remembered for his innovative work in all three: in theatre, most notably Caesar (1937), a Broadway adaptation of William Shakespeare's Julius Caesar; in radio, the legendary 1938 broadcast "The War of the Worlds"; and in film, Citizen Kane (1941), consistently ranked as one of the greatest films ever made. In his 20s, Welles directed a number of high-profile stage productions for the Federal Theatre Project, including an adaptation of Macbeth with an entirely African American cast, and the political musical The Cradle Will Rock. In 1937 he and John Houseman founded the Mercury Theatre, an independent repertory theatre company that presented a series of productions on Broadway through 1941. Welles found national and international fame as the director and narrator of a 1938 radio adaptation of H. G. Wells' novel The War of the Worlds performed for his radio anthology series The Mercury Theatre on the Air. It reportedly caused widespread panic when listeners thought that an invasion by extraterrestrial beings was actually occurring. Although some contemporary sources claim these reports of panic were mostly false and overstated, they rocketed Welles to notoriety. His first film was Citizen Kane (1941), which he co-wrote, produced, directed, and starred in as Charles Foster Kane. Welles was an outsider to the studio system and directed only 13 full-length films in his career. He struggled for creative control on his projects early on with the major film studios and later in life with a variety of independent financiers, and his films were either heavily edited or remained unreleased. His distinctive directorial style featured layered and nonlinear narrative forms, uses of lighting such as chiaroscuro, unusual camera angles, sound techniques borrowed from radio, deep focus shots, and long takes. He has been praised as "the ultimate auteur". Welles followed up Citizen Kane with 12 other feature films, the most acclaimed of which include The Magnificent Ambersons (1942), Touch of Evil (1958), and Chimes at Midnight (1966). Other works of his, such as The Lady from Shanghai (1947) and F for Fake (1973), are also well-regarded. In 2002, Welles was voted the greatest film director of all time in two British Film Institute polls among directors and critics. Known for his baritone voice, Welles was an actor in radio and film, a Shakespearean stage actor, and a magician noted for presenting troop variety shows in the war years.
Skanderbeg	10780405	George Castriot (Albanian: Gjergj Kastrioti, 6 May 1405 – 17 January 1468), known as Skanderbeg (Albanian: Skënderbej or Skënderbeu from Turkish: İskender Bey), was an Albanian nobleman and military commander, who served the Ottoman Empire in 1423–43, the Republic of Venice in 1443–47, and lastly the Kingdom of Naples until his death. After leaving Ottoman service, he led a rebellion against the Ottoman Empire in Albania. Skanderbeg always signed himself as Lord of Albania (Latin: Dominus Albaniae), and claimed no other titles but that in official documents. A member of the noble Kastrioti family, he was sent as a hostage to the Ottoman court, where he was educated and entered the service of the Ottoman sultan for the next twenty years. He rose through the ranks, culminating in the appointment as sanjakbey (governor) of the Sanjak of Dibra in 1440. In 1443, he deserted the Ottomans during the Battle of Niš and became the ruler of Krujë, Svetigrad, and Modrič. In 1444, he was appointed the chief commander of the short-lived League of Lezhë that consolidated nobility throughout what is today Albania. Despite his military valor he was not able to do more than to hold his own possessions within the very small area in northern Albania where almost all of his victories against the Ottomans took place. Skanderbeg's rebellion was not a general uprising of Albanians, because he did not gain support in the Ottoman-controlled south or Venetian-controlled north. His followers included, apart from Albanians, also Slavs, Vlachs, and Greeks. For 25 years, from 1443 to 1468, Skanderbeg's 10,000 man army marched through Ottoman territory winning against consistently larger and better supplied Ottoman forces, for which he was admired. In 1451, he recognized de jure the suzerainty of the Kingdom of Naples through the Treaty of Gaeta, to ensure a protective alliance, although he remained a de facto independent ruler. In 1460–61, he participated in Italy's civil wars in support of Ferdinand I of Naples. In 1463, he became the chief commander of the crusading forces of Pope Pius II, but the Pope died while the armies were still gathering. Together with Venetians he fought against the Ottomans during the Ottoman–Venetian War (1463–79) until his death in January 1468. Skanderbeg's military skills presented a major obstacle to Ottoman expansion, and he was considered by many in western Europe to be a model of Christian resistance against the Ottoman Muslims.
Cleisthenes	321019	Cleisthenes (; Greek: Κλεισθένης, Kleisthénēs; also Clisthenes or Kleisthenes) was a noble Athenian of the Alcmaeonid family. He is credited with reforming the constitution of ancient Athens and setting it on a democratic footing in 508/7 BC. For these accomplishments, historians refer to him as "the father of Athenian democracy." He was the maternal grandson of the tyrant Cleisthenes of Sicyon, as the younger son of the latter's daughter Agariste and her husband Megacles. Also, he was credited with increasing the power of the Athenian citizens’ assembly and for reducing the power of the nobility over Athenian politics.
Jean Cocteau	15837	Jean Maurice Eugène Clément Cocteau (French: [ʒɑ̃ kɔkto]; 5 July 1889 – 11 October 1963) was a French writer, designer, playwright, artist and filmmaker. Cocteau is best known for his novel Les Enfants Terribles (1929), and the films The Blood of a Poet (1930), Les Parents Terribles (1948), Beauty and the Beast (1946) and Orpheus (1949). His circle of associates, friends and lovers included Kenneth Anger, Pablo Picasso, Gertrude Stein, Jean Hugo, Jean Marais, Henri Bernstein, Yul Brynner, Marlene Dietrich, Coco Chanel, Erik Satie, Albert Gleizes, Igor Stravinsky, Marie Laurencin, María Félix, Édith Piaf, Panama Al Brown, Colette, Jean Genet, and Raymond Radiguet.
Vladimir Vladimirovich Nabokov	32442	Vladimir Vladimirovich Nabokov (; Russian: Влади́мир Влади́мирович Набо́ков, pronounced [vlɐˈdʲimʲɪr nɐˈbokəf], also known by the pen name Vladimir Sirin; 22 April [O.S. 10 April] 1899c – 2 July 1977) was a Russian-American novelist and entomologist. His first nine novels were in Russian, but he achieved international prominence after he began writing English prose. Nabokov's Lolita (1955), his most noted novel in English, was ranked fourth in the list of the Modern Library 100 Best Novels; Pale Fire (1962) was ranked 53rd on the same list, and his memoir, Speak, Memory (1951), was listed eighth on the publisher's list of the 20th century's greatest nonfiction. He was a finalist for the National Book Award for Fiction seven times. Nabokov was an expert lepidopterist and composer of chess problems.
Jürgen Habermas	16288	Jürgen Habermas ( or ; German: [ˈjʏrɡn̩ ˈhaːbɐmaːs]; born 18 June 1929) is a German sociologist and philosopher in the tradition of critical theory and pragmatism. He is perhaps best known for his theories on communicative rationality and the public sphere. In 2014, Prospect readers chose Habermas as one of their favourites among the "world's leading thinkers." Associated with the Frankfurt School, Habermas's work focuses on the foundations of social theory and epistemology, the analysis of advanced capitalistic societies and democracy, the rule of law in a critical social-evolutionary context, and contemporary politics, particularly German politics. Habermas's theoretical system is devoted to revealing the possibility of reason, emancipation, and rational-critical communication latent in modern institutions and in the human capacity to deliberate and pursue rational interests. Habermas is known for his work on the concept of modernity, particularly with respect to the discussions of rationalization originally set forth by Max Weber. He has been influenced by American pragmatism, action theory, and even poststructuralism. Jürgen Habermas is the father of Rebekka Habermas, historian of German social and cultural history and professor of modern history in Göttingen.
Simon the Zealot	314682	Simon the Zealot (Acts 1:13), Simon, who was called the Zealot (Luke 6:15), Simon Kananaios (Matthew 10:4) or Simon Cananeus (Mark 3:18) was one of the most obscure among the apostles of Jesus. A few pseudepigraphical writings were connected to him, and the theologian and Doctor of the Church, Saint Jerome, does not include him in De viris illustribus written between 392–393 AD.  
Akira Kurosawa	872	Akira Kurosawa (黒沢 明, March 23, 1910 – September 6, 1998) was a Japanese film director and screenwriter. Regarded as one of the most important and influential filmmakers in the history of cinema, he directed 30 films in a career spanning 57 years. Although all of his films were made after the silent film generation, Kurosawa's early years were influenced by narrated silent films with which he grew up in Japan and which left a lifelong impression upon him. Throughout his life he maintained a highly loyal following of actors and production crews. Kurosawa entered the Japanese film industry in 1936, following a brief stint as a painter. After years of working on numerous films as an assistant director and scriptwriter, he made his debut as a director in 1943, during World War II, with the popular action film Sanshiro Sugata (a.k.a. Judo Saga). After the war, the critically acclaimed Drunken Angel (1948), in which Kurosawa cast then-unknown actor Toshiro Mifune in a starring role, cemented the director's reputation as one of the most important young filmmakers in Japan. The two men would go on to collaborate on another 15 films. Kurosawa's wife, Yōko Yaguchi, was also an actress in his second film The Most Beautiful. Rashomon, which premiered in Tokyo in August 1950, and which also starred Mifune, became, on September 10, 1951, the surprise winner of the Golden Lion at the Venice Film Festival and was subsequently released in Europe and North America. The commercial and critical success of this film opened up Western film markets for the first time to the products of the Japanese film industry, which in turn led to international recognition for other Japanese filmmakers. Throughout the 1950s and early 1960s, Kurosawa directed approximately a film a year, including a number of highly regarded films such as Ikiru (1952), Seven Samurai (1954) and Yojimbo (1961). After the mid-1960s, he became much less prolific, but his later work—including his final two epics, Kagemusha (1980) and Ran (1985)—continued to win awards, including the Palme d'Or for Kagemusha, though more often abroad than in Japan. In 1990, he accepted the Academy Award for Lifetime Achievement. Posthumously, he was named "Asian of the Century" in the "Arts, Literature, and Culture" category by AsianWeek magazine and CNN, cited there as being among the five most prominent people who contributed to the betterment of Asia in the past century. His life and career have been honored by over half a dozen international film biographies and film studies devoted to the commemoration of his lifelong contributions to filmmaking and cinema.
Pierre Curie	24509	Pierre Curie (; French: [kyʁi]; 15 May 1859 – 19 April 1906) was a French physicist, a pioneer in crystallography, magnetism, piezoelectricity and radioactivity. In 1903 he received the Nobel Prize in Physics with his wife, Marie Skłodowska-Curie, and Henri Becquerel, "in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel".
Pope Gregory VII	37015	Gregory VII (Latin: Gregorius VII; c. 1015 – 25 May 1085 AD), born Hildebrand of Sovana (Italian: Ildebrando da Soana), was Pope from 22 April 1073 to his death in 1085. One of the great reforming popes, he is perhaps best known for the part he played in the Investiture Controversy, his dispute with Henry IV, Holy Roman Emperor that affirmed the primacy of papal authority and the new canon law governing the election of the pope by the College of Cardinals. He was also at the forefront of developments in the relationship between the emperor and the papacy during the years before he became pope. He was the first pope in several centuries to rigorously enforce the Western Church's ancient policy of celibacy for the clergy and attacked the practice of simony. He excommunicated Henry IV three times. Consequently, Henry IV would appoint Antipope Clement III to oppose him in the political power struggles between the Catholic Church and his empire. Hailed as one of the greatest of the Roman pontiffs after his reforms proved successful, Gregory VII was, during his own reign, despised by some for his expansive use of papal powers. The Pope having been such a prominent champion of papal supremacy, his memory was evoked on many occasions in later generations, both positively and negatively, often reflecting later writers' attitude to the Catholic Church and the papacy. Beno of Santi Martino e Silvestro, who opposed Gregory VII in the Investiture Controversy, leveled against him charges such as necromancy, torture of a former friend upon a bed of nails, commissioning an attempted assassination, executions without trials, unjust excommunication, doubting the Real Presence of the Eucharist, and even burning the Eucharist. This was eagerly repeated by later opponents of the Catholic Church, such as the English Protestant John Foxe. Joseph McCabe describes Gregory as a "rough and violent peasant, enlisting his brute strength in the service of the monastic ideal which he embraced." In contrast, the noted historian of the 11th century H. E. J. Cowdrey writes, "[Gregory VII] was surprisingly flexible, feeling his way and therefore perplexing both rigorous collaborators ... and cautious and steady-minded ones ... His zeal, moral force, and religious conviction, however, ensured that he should retain to a remarkable degree the loyalty and service of a wide variety of men and women."
Alexander I of Russia	27126603	Alexander I (Russian: Александр Павлович, Aleksandr Pavlovich; 23 December [O.S. 12 December] 1777 – 1 December [O.S. 19 November] 1825) reigned as Emperor of Russia from 23 March 1801 to 1 December 1825. He was the son of Paul I and Sophie Dorothea of Württemberg. Alexander was the first Russian King of Poland, reigning from 1815 to 1825, as well as the first Russian Grand Duke of Finland. He was sometimes called Alexander the Blessed. He was born in Saint Petersburg to Grand Duke Paul Petrovich, later Emperor Paul I, and succeeded to the throne after his father was murdered. He ruled Russia during the chaotic period of the Napoleonic Wars. As prince and emperor, Alexander often used liberal rhetoric, but continued Russia's absolutist policies in practice. In the first years of his reign, he initiated some minor social reforms and (in 1803–04) major, liberal educational reforms, such as building more universities. He promised constitutional reforms and a desperately needed reform of serfdom in Russia but made no concrete proposals. Alexander appointed Mikhail Speransky, the son of a village priest, as one of his closest advisors. The Collegia was abolished and replaced by the State Council, which was created to improve legislation. Plans were also made to set up a parliament and sign a constitution. In foreign policy, he changed Russia's position relative to France four times between 1804 and 1812 among neutrality, opposition, and alliance. In 1805 he joined Britain in the War of the Third Coalition against Napoleon, but after the massive defeat at the Battle of Austerlitz he switched and formed an alliance with Napoleon by the Treaty of Tilsit (1807) and joined Napoleon's Continental System. He fought a small-scale naval war against Britain between 1807 and 1812. He and Napoleon could never agree, especially about Poland, and the alliance collapsed by 1810. The tsar's greatest triumph came in 1812 as Napoleon's invasion of Russia proved a total disaster for the French. As part of the winning coalition against Napoleon he gained some spoils in Finland and Poland. He formed the Holy Alliance to suppress revolutionary movements in Europe that he saw as immoral threats to legitimate Christian monarchs. He helped Austria's Klemens von Metternich in suppressing all national and liberal movements. In the second half of his reign he was increasingly arbitrary, reactionary and fearful of plots against him; he ended many earlier reforms. He purged schools of foreign teachers, as education became more religiously oriented as well as politically conservative. Speransky was replaced as advisor with the strict artillery inspector Aleksey Arakcheyev, who oversaw the creation of military settlements. Alexander died of typhus in December 1825 while on a trip to southern Russia. He left no heirs, as his two daughters died in childhood. Both of his brothers wanted the other to become emperor. After a period of great confusion that included the failed Decembrist revolt of liberal army officers, he was succeeded by his younger brother, Nicholas I.
Stefan Zweig	100224	Stefan Zweig (; German: [tsvaɪk]; November 28, 1881 – February 22, 1942) was an Austrian novelist, playwright, journalist and biographer. At the height of his literary career, in the 1920s and 1930s, he was one of the most popular writers in the world.
Darius II of Persia	47121	Darius II (in Old Persian: Dārayavahuš), was king of the Persian Empire from 423 BC to 404  or 405 BC. Artaxerxes I, who died on December 25, 424 BC, was followed by his son Xerxes II. After a month and a half Xerxes II was murdered by his brother Secydianus or Sogdianus (the form of the name is uncertain). His illegitimate brother, Ochus, satrap of Hyrcania, rebelled against Sogdianus, and after a short fight killed him, and suppressed by treachery the attempt of his own brother Arsites to imitate his example. Ochus adopted the name Darius (Greek sources often call him Darius Nothos, "Bastard"). Neither the names Xerxes II nor Sogdianus occur in the dates of the numerous Babylonian tablets from Nippur; here effectively the reign of Darius II follows immediately after that of Artaxerxes I. Historians know little about Darius II's reign. A rebellion by the Medes in 409 BC is mentioned by Xenophon. It does seem that Darius II was quite dependent on his wife Parysatis. In excerpts from Ctesias some harem intrigues are recorded, in which he played a disreputable part. As long as the power of Athens remained intact he did not meddle in Greek affairs. When in 413 BC, Athens supported the rebel Amorges in Caria, Darius II would not have responded had not the Athenian power been broken in the same year at Syracuse. As a result of that event, Darius II gave orders to his satraps in Asia Minor, Tissaphernes and Pharnabazus, to send in the overdue tribute of the Greek towns and to begin a war with Athens. To support the war with Athens, the Persian satraps entered into an alliance with Sparta. In 408 BC he sent his son Cyrus to Asia Minor, to carry on the war with greater energy. Darius II died in 404 BC, in the nineteenth year of his reign, and was followed as Persian king by Artaxerxes II.
Dmitri Shostakovich	8520	Dmitri Dmitriyevich Shostakovich (Russian:  Дми́трий Дми́триевич Шостако́вич , tr. Dmitriy Dmitrievich Shostakovich, pronounced [ˈdmʲitrʲɪj ˈdmʲitrʲɪjɪvʲɪtɕ ʂəstɐˈkovʲɪtɕ]; 25 September [O.S. 12 September] 1906 – 9 August 1975) was a Russian pianist and composer of the Soviet period. He is regarded as one of the major composers of the 20th century. Shostakovich achieved fame in the Soviet Union under the patronage of Soviet chief of staff Mikhail Tukhachevsky, but later had a complex and difficult relationship with the government. Nevertheless, he received accolades and state awards and served in the Supreme Soviet of the RSFSR (1947–1962) and the Supreme Soviet of the Soviet Union (from 1962 until his death). A polystylist, Shostakovich developed a hybrid voice, combining a variety of different musical techniques into his works. His music is characterized by sharp contrasts, elements of the grotesque, and ambivalent tonality; the composer was also heavily influenced by the neo-classical style pioneered by Igor Stravinsky, and (especially in his symphonies) by the late Romanticism associated with Gustav Mahler. Shostakovich's orchestral works include 15 symphonies and six concerti. His chamber output includes 15 string quartets, a piano quintet, two piano trios, and two pieces for string octet. His solo piano works include two sonatas, an early set of preludes, and a later set of 24 preludes and fugues. Other works include three operas, several song cycles, ballets, and a substantial quantity of film music; especially well known is The Second Waltz, Op. 99, music to the film The First Echelon (1955–1956), as well as the suites of music composed for The Gadfly.
Maurice Maeterlinck	162198	Maurice Polydore Marie Bernard Maeterlinck (also called Comte (Count) Maeterlinck from 1932; [mo.ʁis ma.tɛʁ.lɛ̃ːk] in Belgium, [mɛ.teʁ.lɛ̃ːk] in France; 29 August 1862 – 6 May 1949) was a Belgian playwright, poet, and essayist who was Flemish but wrote in French. He was awarded the Nobel Prize in Literature in 1911 "in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations". The main themes in his work are death and the meaning of life. His plays form an important part of the Symbolist movement. In later life, Maeterlinck committed plagiarism.
Antigonus I Monophthalmus	89319	Antigonus I Monophthalmus (Ancient Greek: Ἀντίγονος ὁ Μονόφθαλμος Antigonos ó Monophthalmos, Antigonus the One-eyed, 382–301 BC), son of Philip from Elimeia, was a Macedonian nobleman, general, and satrap under Alexander the Great. During his early life he served under Philip II, and he was a major figure in the Wars of the Diadochi after Alexander's death, declaring himself king in 306 BC and establishing the Antigonid dynasty.
Leonhard Euler	17902	Leonhard Euler ( OY-lər; Swiss Standard German: [ˈɔɪlər]; German Standard German: [ˈɔʏlɐ]; 15 April 1707 – 18 September 1783) was a Swiss mathematician, physicist, astronomer, logician and engineer who made important and influential discoveries in many branches of mathematics like infinitesimal calculus and graph theory while also making pioneering contributions to several branches such as topology and analytic number theory. He also introduced much of the modern mathematical terminology and notation, particularly for mathematical analysis, such as the notion of a mathematical function. He is also known for his work in mechanics, fluid dynamics, optics, astronomy, and music theory. Euler was one of the most eminent mathematicians of the 18th century, and is held to be one of the greatest in history. He is also widely considered to be the most prolific mathematician of all time. His collected works fill 60 to 80 quarto volumes, more than anybody in the field. He spent most of his adult life in Saint Petersburg, Russia, and in Berlin, then the capital of Prussia. A statement attributed to Pierre-Simon Laplace expresses Euler's influence on mathematics: "Read Euler, read Euler, he is the master of us all."
Eleanor of Aquitaine	9962	Eleanor of Aquitaine (French: Aliénor d'Aquitaine, Éléonore, Latin: Alienora; 1122  – 1 April 1204) was Queen consort of France (1137–1152) and England (1154–1189) and Duchess of Aquitaine in her own right. As a member of the Ramnulfids ("House of Poitiers") rulers in southwestern France, she was one of the most powerful and wealthiest women in western Europe during the High Middle Ages. She was patron of literary figures such as Wace, Benoît de Sainte-Maure, and Bernart de Ventadorn. She led armies several times in her life and was a leader of the Second Crusade. As Duchess of Aquitaine, Eleanor was the most eligible bride in Europe. Three months after becoming duchess upon the death of her father, William X, she married King Louis VII of France, son of her guardian, King Louis VI. As Queen of France, she participated in the unsuccessful Second Crusade. Soon afterwards, Eleanor sought an annulment of her marriage, but her request was rejected by Pope Eugene III. However, after the birth of her second daughter Alix, Louis agreed to an annulment, as fifteen years of marriage had not produced a son. The marriage was annulled on 11 March 1152 on the grounds of consanguinity within the fourth degree. Their daughters were declared legitimate and custody was awarded to Louis, while Eleanor's lands were restored to her. As soon as the annulment was granted, Eleanor became engaged to the Duke of Normandy, who became King Henry II of England in 1154. Henry was her third cousin and eleven years younger. The couple married on Whitsun, 18 May 1152, eight weeks after the annulment of Eleanor's first marriage, in a cathedral in Poitiers, France. Over the next thirteen years, she bore Henry eight children: five sons, three of whom became kings; and three daughters. However, Henry and Eleanor eventually became estranged. Henry imprisoned her in 1173 for supporting their son Henry's revolt against him. She was not released until 6 July 1189, when Henry died and their second son, Richard the Lionheart, ascended the throne. As Queen dowager, Eleanor acted as regent while Richard went on the Third Crusade; on his return Richard was captured and held prisoner. Eleanor lived well into the reign of her youngest son, John. She outlived all her children except for John and Eleanor.
Martial	97103	Marcus Valerius Martialis (known in English as Martial ) (March, between 38 and 41 AD – between 102 and 104 AD) was a Roman poet from Hispania (modern Spain) best known for his twelve books of Epigrams, published in Rome between AD 86 and 103, during the reigns of the emperors Domitian, Nerva and Trajan. In these short, witty poems he cheerfully satirises city life and the scandalous activities of his acquaintances, and romanticises his provincial upbringing. He wrote a total of 1,561, of which 1,235 are in elegiac couplets. Martial has been called the greatest Latin epigrammatist, and is considered the creator of the modern epigram.
Emperor Wu of Han	339091	Emperor Wu of Han (30 June 156 BC – 29 March 87 BC), born Liu Che, courtesy name Tong, was the seventh emperor of the Han dynasty of China, ruling from 141–87 BC. His reign lasted 54 years — a record not broken until the reign of the Kangxi Emperor more than 1,800 years later. His reign resulted in vast territorial expansion, development of a strong and centralized state resulting from his governmental re-organization, including his promotion of Confucian doctrines. In the field of historical social and cultural studies, Emperor Wu is known for his religious innovations and patronage of the poetic and musical arts, including development of the imperial Music Bureau into a prestigious entity. It was also during his reign that cultural contact with western Eurasia was greatly increased, directly or indirectly. Many new crops and other items were introduced to China during his reign. As a military campaigner, Emperor Wu led Han China through its greatest expansion — at its height, the Empire's borders spanned from modern Kyrgyzstan in the west, to Korea in the east, and to northern Vietnam in the south. Emperor Wu successfully repelled the nomadic Xiongnu from systematically raiding northern China, and dispatched his envoy Zhang Qian in 139 BC to seek an alliance with the Yuezhi of Kangju (Sogdia, modern Uzbekistan). This resulted in further missions to Central Asia. Although historical records do not describe him to be aware of Buddhism, emphasizing rather his interest in shamanism, the cultural exchanges that occurred as a consequence of these embassies suggest that he received Buddhist statues from Central Asia, as depicted in the murals found in the Mogao Caves. Michael Loewe called the reign of Emperor Wu the "high point" of "Modernist" (classically justified Legalist) policies, looking back to "adapt ideas from the pre-Han period." His policies and most trusted advisers were Legalist, favoring adherents of Shang Yang. However, despite establishing an autocratic and centralized state, Emperor Wu adopted the principles of Confucianism as the state philosophy and code of ethics for his empire and started a school to teach future administrators the Confucian classics. These reforms had an enduring effect throughout the existence of imperial China and an enormous influence on neighboring civilizations. Emperor Wu was also known for his employment of shaman advisers, and for various religious and cultural changes with historical significance of a less directly obvious nature.
